external_id,action,record_status,publish_status,region_slug,route_slugs,route_role,actor_kind,category_slug,subcategory,public_name,legal_name,short_description,full_description,services,street,address_number,address_extra,neighborhood,city,state,postal_code,country_code,latitude,longitude,phone_e164,whatsapp_e164,email,website_url,instagram_url,opening_hours_text,payment_methods,accessibility_text,languages,image_url,image_alt,image_credit,source_type,source_reference,verification_status,verified_at,verified_by,public_contact_authorized,media_authorized,partnership_type,admin_notes
inventory:pindobal:37,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Casa do Ivo Alter,,Hospedagem em Comunidade Caranazal — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Pousada dispõe de 10 apartamentos com 21 leitos, wi-fi, café da manhã","Tv. Copacabana, 150 - Caranazal - Alter do Chão",,,,Santarém,PA,,BR,-2.503744,-54.950148,+5593984010771,,casasdoivo@gmail.com,,https://www.instagram.com/pousadacasadoivo,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 56,unverified,,,false,false,none,id_operacional=37; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 56; categoria_original=hospedagem; dist_rota_m=344.5; km_rota=33.27; segmento_rota=656; telefone_original=(93) 98401-0771
inventory:pindobal:38,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Aurora Boreal,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 06 chalés com 24 leitos, wi-fi","Rua Raimundo Branco, 51 - Alter do Chão",,,,Santarém,PA,,BR,-2.512221,-54.950306,+5593992323740,,pousadaauroraboreal@gmail.com,,https://www.instagram.com/pousadaauroraboreal,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 56,unverified,,,false,false,none,id_operacional=38; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 56; categoria_original=hospedagem; dist_rota_m=62.1; km_rota=32.689; segmento_rota=639; telefone_original=(93) 99232-3740
inventory:pindobal:39,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Aurora Boreal 2,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 16 chalés com 64 leitos, wi-fi","Rua Raimundo Branco, 51 - Alter do Chão",,,,Santarém,PA,,BR,-2.510736,-54.95379,+5593992323740,,pousadaauroraboreal@gmail.com,,https://www.instagram.com/pousadaauroraboreal,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 56,unverified,,,false,false,none,id_operacional=39; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 56; categoria_original=hospedagem; dist_rota_m=91.2; km_rota=33.973; segmento_rota=667; telefone_original=(93) 99232-3740
inventory:pindobal:40,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Casa de Vidro,,Hospedagem em Praia do Pindobal — Belterra/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Pousada com 08 apartamentos com 20 leitos, 06 chalés com leitos e 06 redes, wi-fi",Estrada do Pindobal - Pindobal - Limites com Alter do Chão,,,,Belterra,PA,,BR,-2.563457,-54.974103,,,paulocruz012@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 57,unverified,,,false,false,none,id_operacional=40; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 57; categoria_original=hospedagem; dist_rota_m=394.0; km_rota=41.927; segmento_rota=860
inventory:pindobal:41,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Luar de Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Estrutura com 06 apartamentos com 06 leitos, wi-fi, café da ma- nhã.","Rua Raimundo Branco, 201 - Jacundá - Alter do Chão",,,,Santarém,PA,,BR,-2.511801,-54.955568,+5593992164832,,luardealterpousada@gmail.com,,https://www.instagram.com/pousadaluardealter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 57,unverified,,,false,false,none,id_operacional=41; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 57; categoria_original=hospedagem; dist_rota_m=10.9; km_rota=34.372; segmento_rota=670; telefone_original=(93) 99216-4832
inventory:pindobal:42,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Tauari,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de café da manhã, ambientes climatizados, 07(sete) apartamentos, com capacidade para até 15(quinze) pessoas em um lugar confortável e aprazível.","Rodovia Everaldo Martins, 122 - Centro Alter do Chão",,,,Santarém,PA,,BR,-2.506606,-54.951783,+5593992145169,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 57,unverified,,,false,false,none,id_operacional=42; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 57; categoria_original=hospedagem; dist_rota_m=149.4; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99214-5169
inventory:pindobal:43,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Sumauma,,Hospedagem em Comunidade Caranazal — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispões de 04 apartamentos, com 12 leitos e 03 chalés 05 redes","Rua Maranhão, 07 - Caranazal - Alter do Chão",,,,Santarém,PA,,BR,-2.51892,-54.937587,+5593991390650,,sumaumapousada2023@gmail.com,,https://www.instagram.com/pousadasumaumapa,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 57,unverified,,,false,false,none,id_operacional=43; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 57; categoria_original=hospedagem; dist_rota_m=200.3; km_rota=31.026; segmento_rota=600; telefone_original=(93) 99139-0650
inventory:pindobal:44,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Santos,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 12 apartamentos, 20 leitos, 06 chalés com 12 redes, wi-fi","Rua Dom Macedo Costa, 314 - Centro - Alter do Chão",,,,Santarém,PA,,BR,-2.50404,-54.954571,+5593991946323,,pousadasantos.alter23@gmail.com,,https://www.instagram.com/pousadasantos.alter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 57,unverified,,,false,false,none,id_operacional=44; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 57; categoria_original=hospedagem; dist_rota_m=552.3; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99194-6323
inventory:pindobal:45,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Hostel Lavi Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispões de 18 leitos, wi-fi, ambientes confortáveis",Rua Firmino Barata de Sousa - Alter do Chão,,,,Santarém,PA,,BR,-2.506941,-54.956945,+5593992218013,,lavi.hostel@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 58,unverified,,,false,false,none,id_operacional=45; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 58; categoria_original=hospedagem; dist_rota_m=367.3; km_rota=34.143; segmento_rota=668; telefone_original=(93) 99221-8013
inventory:pindobal:46,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Alter Chalé,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Pousada dispõe de 03 apartamentos com 06 leitos, 03 chalés e 06 redes, wi-fi","Rua Raimundo Branco, 511 - Jacundá - Alter do Chão",,,,Santarém,PA,,BR,-2.512369,-54.950541,+5593991314533,,betizabarboza267@outlook.com,,https://www.instagram.com/chalealter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 58,unverified,,,false,false,none,id_operacional=46; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 58; categoria_original=hospedagem; dist_rota_m=90.1; km_rota=32.702; segmento_rota=639; telefone_original=(93) 99131-4533
inventory:pindobal:47,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Villa Éden,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 16 leitos em 7 chalés, wi-fi","Rua Raimundo Branco, 650 - Jacundá - Alter do Chão",,,,Santarém,PA,,BR,-2.511915,-54.954877,+5593992214158,,villaedemalter@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 58,unverified,,,false,false,none,id_operacional=47; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 58; categoria_original=hospedagem; dist_rota_m=66.8; km_rota=34.377; segmento_rota=670; telefone_original=(93) 99221-4158
inventory:pindobal:48,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Casa da Árvore Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Estrutura com 03 apartamentos, 16 leitos, 03 chalés, espaço para 6 redes","Rodov. Everaldo Martins, 400 - Carauari Alter do Chão",,,,Santarém,PA,,BR,-2.507158,-54.943965,+5521982375720,,reservas@casadaarvorealter.com.br,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 59,unverified,,,false,false,none,id_operacional=48; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 59; categoria_original=hospedagem; dist_rota_m=661.4; km_rota=32.325; segmento_rota=624; telefone_original=(21) 98237-5720
inventory:pindobal:49,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Flora,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 09 apartamentos com 09 leitos, wi-fi, estacionamento","Rua Lauro Sodré, 1107 - Centro - Alter do Chão",,,,Santarém,PA,,BR,-2.502265,-54.948087,+5593991645760,,pousadaflorabrasileira@hotmail.com,,https://www.instagram.com/pousada.flora,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 60,unverified,,,false,false,none,id_operacional=49; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 60; categoria_original=hospedagem; dist_rota_m=571.5; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99164-5760
inventory:pindobal:50,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Lumi,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 15 apartamentos com 38 leitos, wi-fi, estacionamento, café da manhã","Rua Seis de Março, 1967 - Jacundá - Alter do Chão",,,,Santarém,PA,,BR,-2.509706,-54.954782,+5593992441889,,romminigueaguiar@hotmail.com,,https://www.instagram.com/pousadalumi,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 61,unverified,,,false,false,none,id_operacional=50; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 61; categoria_original=hospedagem; dist_rota_m=11.7; km_rota=34.094; segmento_rota=668; telefone_original=(93) 99244-1889
inventory:pindobal:51,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Chalés da Ilha,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 06 apartamentos estilo chalés, com 24 leitos, espaço para redes, wi-fi, estacionamento","Av. Lauro Sodré, 287 - Centro - Alter do Chão",,,,Santarém,PA,,BR,-2.502523,-54.954847,+5593991181184,,reservaschalesdailha@gmail.com,,https://www.instagram.com/chalesdailha.alter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 61,unverified,,,false,false,none,id_operacional=51; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 61; categoria_original=hospedagem; dist_rota_m=683.4; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99118-1184
inventory:pindobal:52,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila Flor,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 03 apartamentos com 12 leitos, 03 chalés com leitos, wi-fi, estacionamento","Rodovia Everaldo Martins, km-27, 03 - Carauari - Alter do Chão",,,,Santarém,PA,,BR,-2.511674,-54.948039,+5511991772885,,contato@vilafloralter.com.br,,https://www.instagram.com/vilafloralter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 61,unverified,,,false,false,none,id_operacional=52; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 61; categoria_original=hospedagem; dist_rota_m=45.1; km_rota=32.467; segmento_rota=631; telefone_original=(11) 99177-2885
inventory:pindobal:53,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Cunhantã,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Dispomos de 14 apartamentos com leitos para casais e solteiros,Tv. Antonio Agostinho Lobato - Centro - Alter do Chão,,,,Santarém,PA,,BR,-2.507987,-54.95374,,,pousadacunhanta@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 62,unverified,,,false,false,none,id_operacional=53; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 62; categoria_original=hospedagem; dist_rota_m=213.5; km_rota=33.998; segmento_rota=667
inventory:pindobal:54,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Recanto Alter do Chão,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Dispomos de 05 apartamentos com 10 leitos e 05 chalés,"Rua Pedro Teixeira, 1635 - Carauari - Alter do Chão",,,,Santarém,PA,,BR,-2.506488,-54.944202,+5593991912805,,recantoalterdochao@gmail.com,,https://www.instagram.com/recantoalterdochao,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 62,unverified,,,false,false,none,id_operacional=54; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 62; categoria_original=hospedagem; dist_rota_m=695.8; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99191-2805
inventory:pindobal:55,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Flor de Alter,,Hospedagem em Comunidade Caranazal — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 15 apartamentos com 32 leitos, wi-fi","Rodovia Everaldo Martins, km 26 - Caranazal - Alter de Chão",,,,Santarém,PA,,BR,-2.517866,-54.936323,+5593992301954,,flordealter@gmail.com,,https://www.instagram.com/pousadaflordealter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 62,unverified,,,false,false,none,id_operacional=55; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 62; categoria_original=hospedagem; dist_rota_m=20.5; km_rota=30.994; segmento_rota=599; telefone_original=(93) 99230-1954
inventory:pindobal:56,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Sorriso da Mata,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Dispomos de 7 apartamentos com 22 leitos,"Av. Antonio Alves, 1000 - Jacundá 1 - Alter do Chão",,,,Santarém,PA,,BR,-2.514853,-54.95578,+5593991973675,,sorrisodamatapousada@gmail.com,,https://www.instagram.com/pousadasorrisodamata,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 62,unverified,,,false,false,none,id_operacional=56; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 62; categoria_original=hospedagem; dist_rota_m=4.1; km_rota=34.712; segmento_rota=673; telefone_original=(93) 99197-3675
inventory:pindobal:57,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Saimiri,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Estrutura com apartamentos com 20 leitos,"Rua Everaldo Martins, 500 - Carauari - Alter do Chão",,,,Santarém,PA,,BR,-2.506777,-54.949619,+5561981635602,,casasaimiri.pousada@gmail.com,,https://www.instagram.com/casasaimiri,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 62,unverified,,,false,false,none,id_operacional=57; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 62; categoria_original=hospedagem; dist_rota_m=93.1; km_rota=33.27; segmento_rota=656; telefone_original=(61) 98163-5602
inventory:pindobal:58,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Hostel Albergue da Floresta,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Estrutura com 03 apartamentos, 20 leitos, 02 chalés e cinco espa","Tv. Francisco Branco, Centro - Alter do Chão",,,,Santarém,PA,,BR,-2.501681,-54.947209,,,alberguedafloresta@hotmail.com,,https://www.instagram.com/alberguedafloresta,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 63,unverified,,,false,false,none,id_operacional=58; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 63; categoria_original=hospedagem; dist_rota_m=676.4; km_rota=33.27; segmento_rota=656
inventory:pindobal:59,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila Ypawua,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 06 chalés com 06 leitos, espaço para 5 redes",Rua Lauro Sodré - Lago verde - Alter do Chão,,,,Santarém,PA,,BR,-2.502081,-54.947167,+5593991413445,,vilaypawua@gmail.com,,https://www.instagram.com/vilaypawua_alterdochao,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 63,unverified,,,false,false,none,id_operacional=59; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 63; categoria_original=hospedagem; dist_rota_m=641.9; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99141-3445
inventory:pindobal:60,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Arara,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"6 de Março, 11 – Jacundá - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.5095,-54.957083,+5593991541123,,pousadaararaalterdochao@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 64,unverified,,,false,false,none,id_operacional=60; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 64; categoria_original=hospedagem; dist_rota_m=207.7; km_rota=34.143; segmento_rota=668; telefone_original=(93) 99154-1123 / 99244-1324 / 99154-1536
inventory:pindobal:61,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Belas Praias,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Transfer Aero X Alter X Aero (em automóvel 04 lugares com preço a combinar), wi-fi na recepção, banheira de hidromassagem UH: 10 - Leitos: 29","Rua Lauro Sodré, 507 - Orla alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.503028,-54.952694,+5593992258195,,belaspraias@gmail.com,https://www.pousadabelaspraias.com.br,,,"Dinheiro, cartão de crédito e débito",,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 64,unverified,,,false,false,none,id_operacional=61; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 64; categoria_original=hospedagem; dist_rota_m=490.2; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99225-8195 / 99145-9595 / 99232-9944
inventory:pindobal:62,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Cabocla,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Wi-Fi grátis, equipe bilíngue, excursões, ingressos, TV na área co- mum, café da manhã incluso na diária, estacionamento grátis UH: 14 - Leitos: 38","Tv. Antônio Agostinho Lobato, 320 - Alter do Chão - CEP: 68000-109",,,,Santarém,PA,68000109,BR,-2.506278,-54.952722,+5593981224914,,cabocla@gmail.com,https://www.pousadacabocla.com.br,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 64,unverified,,,false,false,none,id_operacional=62; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 64; categoria_original=hospedagem; dist_rota_m=259.0; km_rota=33.27; segmento_rota=656; telefone_original=(93) 98122-4914 / 99143-9862
inventory:pindobal:63,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Coração Verde,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Transfer Santarém X Pousada, wi-fi, serviço de camareira, lavanderia, área com churrasqueira, fogão a gás e forno micro-ondas para os hóspedes UH: 18 - Leitos: 53","Rua Dom Macedo Costa, 837 - Centro - Alter do Chão - CEP: 68060-050",,,,Santarém,PA,68060050,BR,-2.504778,-54.94975,+5593991457005,,pousada@coracaoverde.com,https://www.pousadaehostelalterdochao.coracaoverde.com,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 64,unverified,,,false,false,none,id_operacional=63; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 64; categoria_original=hospedagem; dist_rota_m=241.0; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99145-7005 / 99111-3335 / 99198-2039
inventory:pindobal:64,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Encantos da Amazônia,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Professor Juvêncio Navarro, 38 - Alter do Chão - CEP: 68109-971",,,,Santarém,PA,68109971,BR,-2.510583,-54.953306,+5593991239115,,pousadaencantosdaamazonia@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 65,unverified,,,false,false,none,id_operacional=64; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 65; categoria_original=hospedagem; dist_rota_m=68.9; km_rota=33.921; segmento_rota=667; telefone_original=(93) 99123-9115 / 98421-8321
inventory:pindobal:65,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Lago Verde,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Lauro Sodré, 62 - Centro - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.502676,-54.949602,+5593991660677,,pousada-lagoverde@hotmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 65,unverified,,,false,false,none,id_operacional=65; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 65; categoria_original=hospedagem; dist_rota_m=471.2; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99166-0677
inventory:pindobal:66,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada do Mingote,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Tv. Antônio Agostinho Lobato, 554 - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.503944,-54.952306,+5593991056758,,reservas@pousadadomingote.com.br,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 65,unverified,,,false,false,none,id_operacional=66; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 65; categoria_original=hospedagem; dist_rota_m=380.8; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99105-6758 / 99182-1794 / 99116-8962
inventory:pindobal:67,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Serra da Lua,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Tv. Antonio Alves, Alter do Chão 550",,,,Santarém,PA,,BR,-2.507583,-54.955167,+5593991746202,,pousadaserradalua2011@hotmail.com,https://www.pousadaserradalua.blogspot.com,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 65,unverified,,,false,false,none,id_operacional=67; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 65; categoria_original=hospedagem; dist_rota_m=242.8; km_rota=34.143; segmento_rota=668; telefone_original=(93) 99174-6202
inventory:pindobal:68,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Sombra do Cajueiro,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Pedro Teixeira, 200 - Centro, Alter do chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.504917,-54.956111,+5593991650345,,pousadasombradocajueiro@hotmail.com,https://www.pousadasombradocajueiro.com.br,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 66,unverified,,,false,false,none,id_operacional=68; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 66; categoria_original=hospedagem; dist_rota_m=548.0; km_rota=34.143; segmento_rota=668; telefone_original=(93) 99165-0345 / 99179-0556
inventory:pindobal:69,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Hotel Terra Nativa,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Professor Juvêncio Navarro, 42 - Alter do Chão",,,,Santarém,PA,,BR,-2.508722,-54.953639,+5593992311515,,hoteltnativa@gmail.com,https://www.pousadaterranativa.blogspot.com,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 66,unverified,,,false,false,none,id_operacional=69; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 66; categoria_original=hospedagem; dist_rota_m=133.3; km_rota=33.979; segmento_rota=667; telefone_original=(93) 99231-1515
inventory:pindobal:70,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Tropicaliente,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Juvêncio Navarro, 28 - Centro - Alter do Chão - CEP: 68109-971",,,,Santarém,PA,68109971,BR,-2.50875,-54.953361,+5593992061332,,lourdes.alter@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 66,unverified,,,false,false,none,id_operacional=70; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 66; categoria_original=hospedagem; dist_rota_m=133.3; km_rota=33.948; segmento_rota=667; telefone_original=(93) 99206-1332 / 99908-4203
