prioridade,codigo,external_id,titulo,fonte,referencia_fonte,campo,valor_atual,acao_recomendada
baixa,website_cleaned,inventory:pindobal:72,Pousada Vila da Praia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 67,site,"www.pousadaviladapraia.negocio.site/ Serviço e instalações: Possui piscina, churrasqueira UH: 23 - Leitos: 70",Confirmar a URL normalizada: https://www.pousadaviladapraia.negocio.site
alta,contact_authorization_required,inventory:pindobal:73,Pousada Ecoalter Turismo,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 67,contatos,(93) 99133-5942 / 99154-3155,Registrar autorização antes de tornar qualquer contato público.
baixa,email_cleaned,inventory:pindobal:73,Pousada Ecoalter Turismo,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 67,email,"sirotheaueventur@gmail.com Serviço e instalações: Traslado Aero X Htl X Aero, wi-fi grátis, TV a cabo, lavanderia, es- tacionamento UH: 4 - Leitos: 20",Confirmar o e-mail normalizado: sirotheaueventur@gmail.com
alta,contact_authorization_required,inventory:pindobal:74,Vila Alter Pousada Boutique Amazônia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 67,contatos,(93) 99212-2338 / 99101-1891,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:75,Pousada Vila Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 67,contatos,(93) 99173-9772,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:75,Pousada Vila Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 67,site,www.pousadavilaalter.blogspot.com/ UH: 10 - Leitos: 33,Confirmar a URL normalizada: https://www.pousadavilaalter.blogspot.com
alta,contact_authorization_required,inventory:pindobal:76,Pousada Carimbó,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,contatos,(93) 99137-9724,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:77,Pousada e Restaurante Amazônia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,contatos,(93) 99137-7635 / 99127-4669,Registrar autorização antes de tornar qualquer contato público.
alta,invalid_website,inventory:pindobal:77,Pousada e Restaurante Amazônia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,site,"pousadarestauranteamazonia.com.br Serviço e instalações: Wi-fi grátis, restaurante, bar, estacionamento UH: 10 - Leitos: 30",Confirmar e informar uma URL HTTPS válida.
média,far_from_route,inventory:pindobal:77,Pousada e Restaurante Amazônia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,dist_rota_m,762.1,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:78,Hostel Caju,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,contatos,(91) 98514-8528,Registrar autorização antes de tornar qualquer contato público.
média,multiple_emails,inventory:pindobal:78,Hostel Caju,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,email,altercajuhostel@gmail.com / keelymeireles@gmail.com UH: 4 - Leitos: 13,Escolher o e-mail público principal.
alta,contact_authorization_required,inventory:pindobal:79,Hostel Don Preguiça,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,contatos,(93) 99164-7394 / 99163-9399 / 3016-0139,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:79,Hostel Don Preguiça,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,site,"www.donpreguicahostel.com.br/ Serviço e instalações: Tranfer, wi-fi grátis, city tour, cozinha comunitária UH: 7 - Leitos: 27",Confirmar a URL normalizada: https://www.donpreguicahostel.com.br
alta,contact_authorization_required,inventory:pindobal:80,Pousada Alterosa,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 68,contatos,(93) 99954-1036,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:81,Pousada Ximango - Alter do Chão,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 69,contatos,(93) 99191-5295,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:81,Pousada Ximango - Alter do Chão,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 69,site,"www.pousadaximango.com/pt-br Serviço e instalações: Transfer (custo adicional), wi-fi grátis, parque infantil, cozinha compartilhada, quartos para família, lavanderia compartilhada UH: 6 - Leitos: 18",Confirmar a URL normalizada: https://www.pousadaximango.com/pt-br
alta,contact_authorization_required,inventory:pindobal:82,Redário Surara,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 69,contatos,(93) 99227-5460 / 99133-1373,Registrar autorização antes de tornar qualquer contato público.
baixa,email_cleaned,inventory:pindobal:82,Redário Surara,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 69,email,Redarioalterdochao@gmail.com UH: 2 - Leitos: 6,Confirmar o e-mail normalizado: Redarioalterdochao@gmail.com
média,far_from_route,inventory:pindobal:82,Redário Surara,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 69,dist_rota_m,725.6,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:83,Redário Botos de Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 69,contatos,(93) 99186-7151,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:84,Pousada Pedra do Sol,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 70,contatos,(93) 99144-0434,Registrar autorização antes de tornar qualquer contato público.
baixa,email_cleaned,inventory:pindobal:84,Pousada Pedra do Sol,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 70,email,dari.lenepinheiro@hotmail.com UH: 5 - Leitos: 20,Confirmar o e-mail normalizado: dari.lenepinheiro@hotmail.com
alta,contact_authorization_required,inventory:pindobal:85,Pousada TerrAmor Amazon,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 70,contatos,(93) 99170-0707 / 991913584,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:85,Pousada TerrAmor Amazon,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 70,site,www.terramor.com.br/,Confirmar a URL normalizada: https://www.terramor.com.br
alta,contact_authorization_required,inventory:pindobal:86,Pousada Recanto da Madá,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 71,contatos,(93) 99177-6346 / 99106-1969 / 99197-2647,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:87,Chalé Carauari,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 71,contatos,(93) 99131-7782,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:88,Pousada Vipayu,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 71,contatos,(93) 99182-6637,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:89,Pousada Nosso Canto Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 71,contatos,(93) 99229-4899,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:90,Pousada Ocazum,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 72,contatos,(93) 99123-2885,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:91,Pousada Ocazum Ilha do Amor,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 72,contatos,(93) 99123-2885,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:92,Pousada Tupaiu,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 72,contatos,(93) 99151-8302,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:93,Pousada Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 72,contatos,(93) 99234-0148,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:94,Pousada Angatu,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 73,contatos,angatualterpousada@gmail.com,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:95,Pousada Açairé de Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 73,contatos,(93) 98817-1709,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:96,Pousada Vila Arumã,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 73,contatos,(93) 99129-4074,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:97,Pousada Nosso Canto,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 73,contatos,(93) 9229-4899,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:98,Pousada Serena,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 73,contatos,(65) 99932-7308,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:99,Pousada Recanto Maguary,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 74,contatos,(93) 99124-5907,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:100,Pousada Oriental,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 74,contatos,(93) 99124-2880 / 99180-8044,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:101,Pousada Dona Julia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 74,contatos,(93) 99101-5396,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:102,Pousada Manacá,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 75,contatos,(93) 99197-5755,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:103,Alter Villa Suítes,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 75,contatos,(93) 99107-7204,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:104,Pousada Águas de Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 75,contatos,(93) 99101-0928,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:105,Casa da Vila Alter do Chão,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 75,contatos,(93) 99114-6461,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:106,Pousada Canto Verde Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 75,contatos,(93) 99128-9639,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:107,Pousada Vila Sairé,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 76,contatos,(93) 99202-0101,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:108,Pousada Espaço Sairé,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 76,contatos,(93) 99154-3449,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:109,Pousada Sombra do Jambeiro,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 76,contatos,(93) 99117-2009,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:110,Pousada Vila AMZ,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,contatos,(11) 93390-4626,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:110,Pousada Vila AMZ,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,dist_rota_m,673.0,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:111,Pousada Tenda WA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,contatos,(93) 98406-2422,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:112,Pousada Casa Orquídeas,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,contatos,(93) 98127-7733,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:112,Pousada Casa Orquídeas,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,dist_rota_m,568.9,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:113,Pousada Cardume,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,contatos,(93) 99201-3970,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:114,Pousada Chalé Caribe,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,contatos,(93) 99138-3540,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:115,Pousada Vila Mota Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 77,contatos,(93) 99121-4674,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:116,Pousada Caminho das Pedras,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 78,contatos,(93) 99131-6057 / 992246436,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:117,My Home Alter e Hospedagem,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 78,contatos,(93) 99167-8543,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:117,My Home Alter e Hospedagem,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 78,dist_rota_m,911.8,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:118,Mizu Spa e Hospedagem,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 78,contatos,(93) 99236-1265,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:119,Casa de Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 78,contatos,(93) 99146-6150,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:120,Casa Estrela de Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,(93) 99107-8589,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:121,Hospedagem House LEH,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,(93) 99193-4564,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:122,Suíte Vila da Águas,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,(93) 99243-6147,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:122,Suíte Vila da Águas,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,dist_rota_m,638.4,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:123,Casa Beco do Amor,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,(93) 99161-9169,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:124,Casinha Beco do Amor,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,(93) 99121-4710,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:125,Casa Chalé Mucajá,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,(93) 99121-4710,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:126,Casa das Guaribas,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 81,contatos,(93) 99225-7197,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:127,À Dorê Restaurante,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 82,contatos,+55 93 98407-3494,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:128,Churrasco Baião De Dois,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 87,contatos,+55 93 99214-2417,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:129,Salgaderia Imperial,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 87,contatos,+55 93 99131-7116,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:130,Galpão Cozinha Rustica,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 91,contatos,+55 93 98426-0756,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:131,Chapa Quente Fernan,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 92,contatos,+55 93 99130-2050,Registrar autorização antes de tornar qualquer contato público.
média,missing_address,inventory:pindobal:132,Dulce bar Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 94,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:132,Dulce bar Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 94,contatos,(93) 9121-8256 / 99111-6162,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:132,Dulce bar Alter,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 94,dist_rota_m,648.9,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_address,inventory:pindobal:133,Ramir'as bar,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 95,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:133,Ramir'as bar,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 95,contatos,(93) 99205-7943/9200-7685,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:133,Ramir'as bar,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 95,dist_rota_m,689.1,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_address,inventory:pindobal:134,Bar e Restaurante Sereia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 95,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:134,Bar e Restaurante Sereia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 95,contatos,(93)99229-8006,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:134,Bar e Restaurante Sereia,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 95,dist_rota_m,657.3,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_address,inventory:pindobal:135,Edilena's bar e Restaurante,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 96,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:135,Edilena's bar e Restaurante,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 96,contatos,(93)99241-7215,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:135,Edilena's bar e Restaurante,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 96,dist_rota_m,714.0,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:136,Restaurante Arco-íris,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 96,contatos,arcoirisdaamazonia@bol.com.br,Registrar autorização antes de tornar qualquer contato público.
média,missing_contact,inventory:pindobal:137,Restaurante Casa do Saulo - Beloalter Hotel,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 96,contatos,,Confirmar ao menos um canal público autorizado.
média,far_from_route,inventory:pindobal:137,Restaurante Casa do Saulo - Beloalter Hotel,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 96,dist_rota_m,657.0,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:138,Restaurante Caranazal,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 96,contatos,crzrestaurante@yahoo.com.br,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:139,Restaurante Espaço Gastronômico Alter do Chão,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,contatos,espacoalter@gmail.com,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:139,Restaurante Espaço Gastronômico Alter do Chão,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,site,www.espacoalter.com.br,Confirmar a URL normalizada: https://www.espacoalter.com.br
média,missing_contact,inventory:pindobal:140,Restaurante Lago Verde,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,contatos,,Confirmar ao menos um canal público autorizado.
alta,contact_authorization_required,inventory:pindobal:141,Restaurante Hotel Mirante da Ilha,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,contatos,mirantedailha@globo.com,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:141,Restaurante Hotel Mirante da Ilha,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,dist_rota_m,587.0,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
alta,contact_authorization_required,inventory:pindobal:142,Restaurante Parada Obrigatória,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,contatos,paradaobrigatoriaadc@gmail.com,Registrar autorização antes de tornar qualquer contato público.
média,missing_contact,inventory:pindobal:143,Restaurante Piracuí,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,contatos,,Confirmar ao menos um canal público autorizado.
alta,contact_authorization_required,inventory:pindobal:144,Restaurante Tribal,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 97,contatos,tribalrestaurante@hotmail.com,Registrar autorização antes de tornar qualquer contato público.
média,missing_contact,inventory:pindobal:145,Saborai Restaurante,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 98,contatos,,Confirmar ao menos um canal público autorizado.
média,missing_contact,inventory:pindobal:146,Restaurante Farol da Ilha,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 98,contatos,,Confirmar ao menos um canal público autorizado.
média,far_from_route,inventory:pindobal:146,Restaurante Farol da Ilha,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 98,dist_rota_m,514.6,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_contact,inventory:pindobal:147,Restaurante Italiano,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 98,contatos,,Confirmar ao menos um canal público autorizado.
alta,contact_authorization_required,inventory:pindobal:148,Espaço da Vovó - Cozinha Barraca da Tapioca,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 98,contatos,gabiqueiroz.368@gmail.com 194,Registrar autorização antes de tornar qualquer contato público.
baixa,email_cleaned,inventory:pindobal:148,Espaço da Vovó - Cozinha Barraca da Tapioca,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 98,email,gabiqueiroz.368@gmail.com 194,Confirmar o e-mail normalizado: gabiqueiroz.368@gmail.com
média,missing_contact,inventory:pindobal:149,Caseira,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 99,contatos,,Confirmar ao menos um canal público autorizado.
média,missing_contact,inventory:pindobal:150,Spetinho & CIA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 99,contatos,,Confirmar ao menos um canal público autorizado.
média,missing_contact,inventory:pindobal:151,Butikin Alter Restaurante Bar,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 99,contatos,,Confirmar ao menos um canal público autorizado.
média,far_from_route,inventory:pindobal:151,Butikin Alter Restaurante Bar,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 99,dist_rota_m,742.9,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_contact,inventory:pindobal:152,Bistrô da Japa,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 99,contatos,,Confirmar ao menos um canal público autorizado.
média,missing_contact,inventory:pindobal:153,Restaurante Cabocla,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 99,contatos,,Confirmar ao menos um canal público autorizado.
média,missing_contact,inventory:pindobal:154,Lanche Dona Glória,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 100,contatos,,Confirmar ao menos um canal público autorizado.
alta,contact_authorization_required,inventory:pindobal:155,Lanche Sabor do Açaí,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 100,contatos,joelstm@hotmail.com,Registrar autorização antes de tornar qualquer contato público.
média,missing_contact,inventory:pindobal:156,Xbom Burger's & Dog's,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 100,contatos,,Confirmar ao menos um canal público autorizado.
média,far_from_route,inventory:pindobal:156,Xbom Burger's & Dog's,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 100,dist_rota_m,547.6,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_contact,inventory:pindobal:157,Sabor da Fruta,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 100,contatos,,Confirmar ao menos um canal público autorizado.
média,missing_contact,inventory:pindobal:158,Dogueria do Jorginho,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 100,contatos,,Confirmar ao menos um canal público autorizado.
