pagina,categoria,titulo,coordenadas_geograficas,endereco,local,telefone,email,instagram,site,funcionamento,servicos_instalacoes,forma_pagamento,contingente,projetos_sociais,observacoes_criticas,observacoes,texto_bruto,forma_de_acesso,id,latitude,longitude,status_coord,categoria_normalizada,categoria_id,dist_rota_m,km_rota,segmento_rota,ponto_projetado_rota
56,hospedagem,Pousada Casa do Ivo Alter,"-2.503744, -54.950148","Tv. Copacabana, 150 - Caranazal - Alter do Chão",Comunidade Caranazal — Santarém/PA,(93) 98401-0771,casasdoivo@gmail.com,@pousadacasadoivo,,,"Pousada dispõe de 10 apartamentos com 21 leitos, wi-fi, café da manhã",,,,,,"Pousada Casa do Ivo Alter Endereço: Tv. Copacabana, 150 - Caranazal - Alter do Chão Instagram: @pousadacasadoivo E-mail: casasdoivo@gmail.com Telefone: (93) 98401-0771 Serviços e Instalações: Pousada dispõe de 10 apartamentos com 21 leitos, wi-fi, café da manhã",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,37,-2.503744,-54.950148,ok,hospedagem,hospedagem,344.5,33.27,656,"[-54.950456, -2.506827]"
56,hospedagem,Pousada Aurora Boreal,"-2.512221, -54.950306","Rua Raimundo Branco, 51 - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99232-3740,pousadaauroraboreal@gmail.com,@pousadaauroraboreal,,,"A pousada dispõe de 06 chalés com 24 leitos, wi-fi",,,,,,"Pousada Aurora Boreal Endereço: Rua Raimundo Branco, 51 - Alter do Chão Instagram: @pousadaauroraboreal E-mail: pousadaauroraboreal@gmail.com Telefone: (93) 99232-3740 Serviços e Instalações: A pousada dispõe de 06 chalés com 24 leitos, wi-fi",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,38,-2.512221,-54.950306,ok,hospedagem,hospedagem,62.1,32.689,639,"[-54.9500032, -2.5117514]"
56,hospedagem,Pousada Aurora Boreal 2,"-2.510736, -54.953790","Rua Raimundo Branco, 51 - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99232-3740,pousadaauroraboreal@gmail.com,@pousadaauroraboreal,,,"A pousada dispõe de 16 chalés com 64 leitos, wi-fi",,,,,,"Pousada Aurora Boreal 2 Endereço: Rua Raimundo Branco, 51 - Alter do Chão Instagram: @pousadaauroraboreal E-mail: pousadaauroraboreal@gmail.com Telefone: (93) 99232-3740 Serviços e Instalações: A pousada dispõe de 16 chalés com 64 leitos, wi-fi",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,39,-2.510736,-54.95379,ok,hospedagem,hospedagem,91.2,33.973,667,"[-54.953708, -2.5099198]"
57,hospedagem,Pousada Casa de Vidro,"-2.563457, -54.974103",Estrada do Pindobal - Pindobal - Limites com Alter do Chão,Praia do Pindobal — Belterra/PA,,paulocruz012@gmail.com,@espaçocasadevidropindobal,,,"Pousada com 08 apartamentos com 20 leitos, 06 chalés com leitos e 06 redes, wi-fi",,,,,,"Pousada Casa de Vidro Endereço: Estrada do Pindobal - Pindobal - Limites com Alter do Chão Instagram: @espaçocasadevidropindobal E-mail: paulocruz012@gmail.com Serviços e Instalações: Pousada com 08 apartamentos com 20 leitos, 06 chalés com leitos e 06 redes, wi-fi",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,40,-2.563457,-54.974103,ok,hospedagem,hospedagem,394.0,41.927,860,"[-54.97566, -2.560273]"
57,hospedagem,Pousada Luar de Alter,"-2.511801, -54.955568","Rua Raimundo Branco, 201 - Jacundá - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99216-4832,luardealterpousada@gmail.com,@pousadaluardealter,,,"Estrutura com 06 apartamentos com 06 leitos, wi-fi, café da ma- nhã.",,,,,,"Pousada Luar de Alter Endereço: Rua Raimundo Branco, 201 - Jacundá - Alter do Chão Instagram: @pousadaluardealter E-mail: luardealterpousada@gmail.com Telefone: (93) 99216-4832 Serviços e Instalações: Estrutura com 06 apartamentos com 06 leitos, wi-fi, café da ma- nhã.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,41,-2.511801,-54.955568,ok,hospedagem,hospedagem,10.9,34.372,670,"[-54.9554705, -2.5118118]"
57,hospedagem,Pousada Tauari,"-2.506606, -54.951783","Rodovia Everaldo Martins, 122 - Centro Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99214-5169,,,,,"A pousada dispõe de café da manhã, ambientes climatizados, 07(sete) apartamentos, com capacidade para até 15(quinze) pessoas em um lugar confortável e aprazível.",,,,,,"Pousada Tauari Endereço: Rodovia Everaldo Martins, 122 - Centro Alter do Chão Telefone: (93) 99214-5169. Serviços e Instalações: A pousada dispõe de café da manhã, ambientes climatizados, 07(sete) apartamentos, com capacidade para até 15(quinze) pessoas em um lugar confor- tável e aprazível.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,42,-2.506606,-54.951783,ok,hospedagem,hospedagem,149.4,33.27,656,"[-54.950456, -2.506827]"
57,hospedagem,Pousada Sumauma,"-2.518920, -54.937587","Rua Maranhão, 07 - Caranazal - Alter do Chão",Comunidade Caranazal — Santarém/PA,(93) 99139-0650,sumaumapousada2023@gmail.com,@pousadasumaumapa,,,"A pousada dispões de 04 apartamentos, com 12 leitos e 03 chalés 05 redes",,,,,,"Pousada Sumauma Endereço: Rua Maranhão, 07 - Caranazal - Alter do Chão Instagram: @pousadasumaumapa E-mail: sumaumapousada2023@gmail.com Telefone: (93) 99139-0650 Serviços e Instalações: A pousada dispões de 04 apartamentos, com 12 leitos e 03 chalés 05 redes",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,43,-2.51892,-54.937587,ok,hospedagem,hospedagem,200.3,31.026,600,"[-54.9364298, -2.5175389]"
57,hospedagem,Pousada Santos,"-2.504040, -54.954571","Rua Dom Macedo Costa, 314 - Centro - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99194-6323,pousadasantos.alter23@gmail.com,@pousadasantos.alter,,,"A pousada dispõe de 12 apartamentos, 20 leitos, 06 chalés com 12 redes, wi-fi",,,,,,"Pousada Santos Endereço: Rua Dom Macedo Costa, 314 - Centro - Alter do Chão Instagram: @pousadasantos.alter E-mail: pousadasantos.alter23@gmail.com Telefone: (93) 99194-6323 Serviços e Instalações: A pousada dispõe de 12 apartamentos, 20 leitos, 06 chalés com 12 redes, wi-fi",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,44,-2.50404,-54.954571,ok,hospedagem,hospedagem,552.3,33.27,656,"[-54.950456, -2.506827]"
58,hospedagem,Hostel Lavi Alter,"-2.506941, -54.956945",Rua Firmino Barata de Sousa - Alter do Chão,Vila de Alter do Chão — Santarém/PA,(93) 99221-8013,lavi.hostel@gmail.com,,,,"A pousada dispões de 18 leitos, wi-fi, ambientes confortáveis",,,,,,"Hostel Lavi Alter Endereço: Rua Firmino Barata de Sousa - Alter do Chão E-mail: lavi.hostel@gmail.com Telefone: (93) 99221-8013 Serviços e Instalações: A pousada dispões de 18 leitos, wi-fi, ambientes confortáveis",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,45,-2.506941,-54.956945,ok,hospedagem,hospedagem,367.3,34.143,668,"[-54.955232, -2.509766]"
58,hospedagem,Pousada Alter Chalé,"-2.512369, -54.950541","Rua Raimundo Branco, 511 - Jacundá - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99131-4533,betizabarboza267@outlook.com,@chalealter,,,"Pousada dispõe de 03 apartamentos com 06 leitos, 03 chalés e 06 redes, wi-fi",,,,,,"Pousada Alter Chalé Endereço: Rua Raimundo Branco, 511 - Jacundá - Alter do Chão Instagram: @chalealter E-mail: betizabarboza267@outlook.com Telefone: (93) 99131-4533 Serviços e Instalações: Pousada dispõe de 03 apartamentos com 06 leitos, 03 chalés e 06 redes, wi-fi",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,46,-2.512369,-54.950541,ok,hospedagem,hospedagem,90.1,32.702,639,"[-54.950097, -2.511691]"
58,hospedagem,Pousada Villa Éden,"-2.511915, -54.954877","Rua Raimundo Branco, 650 - Jacundá - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99221-4158,villaedemalter@gmail.com,,,,"A pousada dispõe de 16 leitos em 7 chalés, wi-fi",,,,,,"Pousada Villa Éden Endereço: Rua Raimundo Branco, 650 - Jacundá - Alter do Chão E-mail: villaedemalter@gmail.com Telefone: (93) 99221-4158 Serviços e Instalações: A pousada dispõe de 16 leitos em 7 chalés, wi-fi",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,47,-2.511915,-54.954877,ok,hospedagem,hospedagem,66.8,34.377,670,"[-54.9554747, -2.5118488]"
59,hospedagem,Pousada Casa da Árvore Alter,"-2.507158, -54.943965","Rodov. Everaldo Martins, 400 - Carauari Alter do Chão",Vila de Alter do Chão — Santarém/PA,(21) 98237-5720,reservas@casadaarvorealter.com.br,,,,"Estrutura com 03 apartamentos, 16 leitos, 03 chalés, espaço para 6 redes",,,,,,"Pousada Casa da Árvore Alter Endereço: Rodov. Everaldo Martins, 400 - Carauari Alter do Chão Telefone: (21) 98237-5720 E-mail: reservas@casadaarvorealter.com.br Serviços e Instalações: Estrutura com 03 apartamentos, 16 leitos, 03 chalés, espaço para 6 redes",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,48,-2.507158,-54.943965,ok,hospedagem,hospedagem,661.4,32.325,624,"[-54.946836, -2.512369]"
60,hospedagem,Pousada Flora,"-2.502265, -54.948087","Rua Lauro Sodré, 1107 - Centro - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99164-5760,pousadaflorabrasileira@hotmail.com,@pousada.flora,,,"Dispomos de 09 apartamentos com 09 leitos, wi-fi, estacionamento",,,,,,"Pousada Flora Endereço: Rua Lauro Sodré, 1107 - Centro - Alter do Chão Instagram: @pousada.flora E-mail: pousadaflorabrasileira@hotmail.com Telefone: (93) 99164-5760 Serviços e Instalações: Dispomos de 09 apartamentos com 09 leitos, wi-fi, estacionamento",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,49,-2.502265,-54.948087,ok,hospedagem,hospedagem,571.5,33.27,656,"[-54.950456, -2.506827]"
61,hospedagem,Pousada Lumi,"-2.509706, -54.954782","Rua Seis de Março, 1967 - Jacundá - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99244-1889,romminigueaguiar@hotmail.com,@pousadalumi,,,"A pousada dispõe de 15 apartamentos com 38 leitos, wi-fi, estacionamento, café da manhã",,,,,,"Pousada Lumi Endereço: Rua Seis de Março, 1967 - Jacundá - Alter do Chão E-mail: romminigueaguiar@hotmail.com Instagram: @pousadalumi Telefone: (93) 99244-1889 Serviços e Instalações: A pousada dispõe de 15 apartamentos com 38 leitos, wi-fi, esta- cionamento, café da manhã",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,50,-2.509706,-54.954782,ok,hospedagem,hospedagem,11.7,34.094,668,"[-54.9547926, -2.5098104]"
61,hospedagem,Pousada Chalés da Ilha,"-2.502523, -54.954847","Av. Lauro Sodré, 287 - Centro - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99118-1184,reservaschalesdailha@gmail.com,@chalesdailha.alter,,,"Dispomos de 06 apartamentos estilo chalés, com 24 leitos, espaço para redes, wi-fi, estacionamento",,,,,,"Pousada Chalés da Ilha Endereço: Av. Lauro Sodré, 287 - Centro - Alter do Chão Instagram: @chalesdailha.alter E-mail: reservaschalesdailha@gmail.com Telefone: (93) 99118-1184 Serviços e Instalações: Dispomos de 06 apartamentos estilo chalés, com 24 leitos, espaço para redes, wi-fi, estacionamento",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,51,-2.502523,-54.954847,ok,hospedagem,hospedagem,683.4,33.27,656,"[-54.950456, -2.506827]"
61,hospedagem,Pousada Vila Flor,"-2.511674, -54.948039","Rodovia Everaldo Martins, km-27, 03 - Carauari - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(11) 99177-2885,contato@vilafloralter.com.br,@vilafloralter,,,"A pousada dispõe de 03 apartamentos com 12 leitos, 03 chalés com leitos, wi-fi, estacionamento",,,,,,"Pousada Vila Flor Endereço: Rodovia Everaldo Martins, km-27, 03 - Carauari - Alter do Chão Instagram: @vilafloralter E-mail: contato@vilafloralter.com.br Telefone: (11) 99177-2885 Serviços e Instalações: A pousada dispõe de 03 apartamentos com 12 leitos, 03 chalés com leitos, wi-fi, estacionamento",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,52,-2.511674,-54.948039,ok,hospedagem,hospedagem,45.1,32.467,631,"[-54.9480647, -2.5120785]"
62,hospedagem,Pousada Cunhantã,"-2.507987, -54.953740",Tv. Antonio Agostinho Lobato - Centro - Alter do Chão,Vila de Alter do Chão — Santarém/PA,,pousadacunhanta@gmail.com,@pousadacunhantã,,,Dispomos de 14 apartamentos com leitos para casais e solteiros,,,,,,Pousada Cunhantã Endereço: Tv. Antonio Agostinho Lobato - Centro - Alter do Chão Instagram: @pousadacunhantã E-mail: pousadacunhanta@gmail.com Serviços e Instalações: Dispomos de 14 apartamentos com leitos para casais e solteiros,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,53,-2.507987,-54.95374,ok,hospedagem,hospedagem,213.5,33.998,667,"[-54.953932, -2.5098973]"
62,hospedagem,Pousada Recanto Alter do Chão,"-2.506488, -54.944202","Rua Pedro Teixeira, 1635 - Carauari - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99191-2805,recantoalterdochao@gmail.com,@recantoalterdochao,,,Dispomos de 05 apartamentos com 10 leitos e 05 chalés,,,,,,"Pousada Recanto Alter do Chão Endereço: Rua Pedro Teixeira, 1635 - Carauari - Alter do Chão Instagram: @recantoalterdochao E-mail: recantoalterdochao@gmail.com Telefones: (93) 99191-2805 Serviços e Instalações: Dispomos de 05 apartamentos com 10 leitos e 05 chalés",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,54,-2.506488,-54.944202,ok,hospedagem,hospedagem,695.8,33.27,656,"[-54.950456, -2.506827]"
62,hospedagem,Pousada Flor de Alter,"-2.517866, -54.936323","Rodovia Everaldo Martins, km 26 - Caranazal - Alter de Chão",Comunidade Caranazal — Santarém/PA,(93) 99230-1954,flordealter@gmail.com,@pousadaflordealter,,,"A pousada dispõe de 15 apartamentos com 32 leitos, wi-fi",,,,,,"Pousada Flor de Alter Endereço: Rodovia Everaldo Martins, km 26 - Caranazal - Alter de Chão Instagram: @pousadaflordealter E-mail: flordealter@gmail.com Telefone: (93) 99230-1954 Serviços e Instalações: A pousada dispõe de 15 apartamentos com 32 leitos, wi-fi",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,55,-2.517866,-54.936323,ok,hospedagem,hospedagem,20.5,30.994,599,"[-54.9362057, -2.5177238]"
62,hospedagem,Pousada Sorriso da Mata,"-2.514853, -54.955780","Av. Antonio Alves, 1000 - Jacundá 1 - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99197-3675,sorrisodamatapousada@gmail.com,@pousadasorrisodamata,,,Dispomos de 7 apartamentos com 22 leitos,,,,,,"Pousada Sorriso da Mata Endereço: Av. Antonio Alves, 1000 - Jacundá 1 - Alter do Chão Instagram: @pousadasorrisodamata E-mail: sorrisodamatapousada@gmail.com Telefone: (93) 99197-3675 Serviços e Instalações: Dispomos de 7 apartamentos com 22 leitos",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,56,-2.514853,-54.95578,ok,hospedagem,hospedagem,4.1,34.712,673,"[-54.9557436, -2.5148557]"
62,hospedagem,Pousada Saimiri,"-2.506777, -54.949619","Rua Everaldo Martins, 500 - Carauari - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(61) 98163-5602,casasaimiri.pousada@gmail.com,@casasaimiri,,,Estrutura com apartamentos com 20 leitos,,,,,,"Pousada Saimiri Endereço: Rua Everaldo Martins, 500 - Carauari - Alter do Chão Instagram: @casasaimiri Telefone: (61) 98163-5602 E-mail: casasaimiri.pousada@gmail.com Serviços e Instalações: Estrutura com apartamentos com 20 leitos",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,57,-2.506777,-54.949619,ok,hospedagem,hospedagem,93.1,33.27,656,"[-54.950456, -2.506827]"
63,hospedagem,Hostel Albergue da Floresta,"-2.501681, -54.947209","Tv. Francisco Branco, Centro - Alter do Chão",Vila de Alter do Chão — Santarém/PA,,alberguedafloresta@hotmail.com,@alberguedafloresta,,,"Estrutura com 03 apartamentos, 20 leitos, 02 chalés e cinco espa",,,,,,"Pousada Albergue da Floresta Endereço: Tv. Francisco Branco, Centro - Alter do Chão Instagram: @alberguedafloresta E-mail: alberguedafloresta@hotmail.com Serviços e Instalações: Estrutura com 03 apartamentos, 20 leitos, 02 chalés e cinco espa-",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,58,-2.501681,-54.947209,ok,hospedagem,hospedagem,676.4,33.27,656,"[-54.950456, -2.506827]"
63,hospedagem,Pousada Vila Ypawua,"-2.502081, -54.947167",Rua Lauro Sodré - Lago verde - Alter do Chão,Vila de Alter do Chão — Santarém/PA,(93) 99141-3445,vilaypawua@gmail.com,@vilaypawua_alterdochao,,,"Dispomos de 06 chalés com 06 leitos, espaço para 5 redes",,,,,,"Pousada Vila Ypawua Endereço: Rua Lauro Sodré - Lago verde - Alter do Chão Instagram: @vilaypawua_alterdochao E-mail: vilaypawua@gmail.com Telefone: (93) 99141-3445 Serviços e Instalações: Dispomos de 06 chalés com 06 leitos, espaço para 5 redes",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,59,-2.502081,-54.947167,ok,hospedagem,hospedagem,641.9,33.27,656,"[-54.950456, -2.506827]"
64,hospedagem,Pousada Arara,"-2.509500, -54.957083","6 de Março, 11 – Jacundá - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99154-1123 / 99244-1324 / 99154-1536,pousadaararaalterdochao@gmail.com UH: 15 - Leitos: 46,,,,,,,,,,"Pousada Arara Coordenadas Geográficas: -2°30’34.2” / -54°57’25.5” Endereço: 6 de Março, 11 – Jacundá - CEP: 68109-000 Telefone: (93) 99154-1123 / 99244-1324 / 99154-1536 E-mail: pousadaararaalterdochao@gmail.com UH: 15 - Leitos: 46",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,60,-2.5095,-54.957083,ok,hospedagem,hospedagem,207.7,34.143,668,"[-54.955232, -2.509766]"
64,hospedagem,Pousada Belas Praias,"-2.503028, -54.952694","Rua Lauro Sodré, 507 - Orla alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99225-8195 / 99145-9595 / 99232-9944,belaspraias@gmail.com / contato@pousadabelaspraias.com.br,,www.pousadabelaspraias.com.br,,"Transfer Aero X Alter X Aero (em automóvel 04 lugares com preço a combinar), wi-fi na recepção, banheira de hidromassagem UH: 10 - Leitos: 29","Dinheiro, cartão de crédito e débito",,,,,"Pousada Belas Praias Coordenadas Geográficas: -2°30’10.9” / -54°57’09.7” Endereço: Rua Lauro Sodré, 507 - Orla alter do Chão - CEP: 68109-000 Telefone: (93) 99225-8195 / 99145-9595 / 99232-9944 Site: www.pousadabelaspraias.com.br E-mail: belaspraias@gmail.com / contato@pousadabelaspraias.com.br Forma de Pagamento: Dinheiro, cartão de crédito e débito Serviços e Instalações: Transfer Aero X Alter X Aero (em automóvel 04 lugares com preço a combinar), wi-fi na recepção, banheira de hidromassagem UH: 10 - Leitos: 29",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,61,-2.503028,-54.952694,ok,hospedagem,hospedagem,490.2,33.27,656,"[-54.950456, -2.506827]"
64,hospedagem,Pousada Cabocla,"-2.506278, -54.952722","Tv. Antônio Agostinho Lobato, 320 - Alter do Chão - CEP: 68000-109",Vila de Alter do Chão — Santarém/PA,(93) 98122-4914 / 99143-9862,cabocla@gmail.com,,www.pousadacabocla.com.br,,"Wi-Fi grátis, equipe bilíngue, excursões, ingressos, TV na área co- mum, café da manhã incluso na diária, estacionamento grátis UH: 14 - Leitos: 38",,,,,,"Pousada Cabocla Coordenadas Geográficas: -2°30’22.6” / -54°57’09.8” Endereço: Tv. Antônio Agostinho Lobato, 320 - Alter do Chão - CEP: 68000-109 Telefone: (93) 98122-4914 / 99143-9862 E-mail: cabocla@gmail.com Site: www.pousadacabocla.com.br Serviços e Instalações: Wi-Fi grátis, equipe bilíngue, excursões, ingressos, TV na área co- mum, café da manhã incluso na diária, estacionamento grátis UH: 14 - Leitos: 38",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,62,-2.506278,-54.952722,ok,hospedagem,hospedagem,259.0,33.27,656,"[-54.950456, -2.506827]"
64,hospedagem,Pousada Coração Verde,"-2.504778, -54.949750","Rua Dom Macedo Costa, 837 - Centro - Alter do Chão - CEP: 68060-050",Vila de Alter do Chão — Santarém/PA,(93) 99145-7005 / 99111-3335 / 99198-2039,pousada@coracaoverde.com,,www.pousadaehostelalterdochao.coracaoverde.com,,"Transfer Santarém X Pousada, wi-fi, serviço de camareira, lavanderia, área com churrasqueira, fogão a gás e forno micro-ondas para os hóspedes UH: 18 - Leitos: 53",,,,,,"Pousada Coração Verde Coordenadas Geográficas: -2°30’17.2” / -54°56’59.1” Endereço: Rua Dom Macedo Costa, 837 - Centro - Alter do Chão - CEP: 68060-050 Telefone: (93) 99145-7005 / 99111-3335 / 99198-2039 E-mail: pousada@coracaoverde.com Site: www.pousadaehostelalterdochao.coracaoverde.com Serviços e Instalações: Transfer Santarém X Pousada, wi-fi, serviço de camareira, lavande- ria, área com churrasqueira, fogão a gás e forno micro-ondas para os hóspedes UH: 18 - Leitos: 53",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,63,-2.504778,-54.94975,ok,hospedagem,hospedagem,241.0,33.27,656,"[-54.950456, -2.506827]"
65,hospedagem,Pousada Encantos da Amazônia,"-2.510583, -54.953306","Rua Professor Juvêncio Navarro, 38 - Alter do Chão - CEP: 68109-971",Vila de Alter do Chão — Santarém/PA,(93) 99123-9115 / 98421-8321,pousadaencantosdaamazonia@gmail.com UH: 10 - Leitos: 30,,,,,,,,,,"Pousada Encantos da Amazônia Coordenadas Geográficas: -2°30’38.1” / -54°57’11.9” Endereço: Rua Professor Juvêncio Navarro, 38 - Alter do Chão - CEP: 68109-971 Telefone: (93) 99123-9115 / 98421-8321 E-mail: pousadaencantosdaamazonia@gmail.com UH: 10 - Leitos: 30",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,64,-2.510583,-54.953306,ok,hospedagem,hospedagem,68.9,33.921,667,"[-54.953244, -2.5099663]"
65,hospedagem,Pousada Lago Verde,"-2.502676, -54.949602","Rua Lauro Sodré, 62 - Centro - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99166-0677,pousada-lagoverde@hotmail.com UH: 5 - Leitos: 15,,,,,,,,,,"Pousada Lago Verde Endereço: Rua Lauro Sodré, 62 - Centro - Alter do Chão - CEP: 68109-000 Telefone: (93) 99166-0677 E-mail: pousada-lagoverde@hotmail.com UH: 5 - Leitos: 15",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,65,-2.502676,-54.949602,ok,hospedagem,hospedagem,471.2,33.27,656,"[-54.950456, -2.506827]"
65,hospedagem,Pousada do Mingote,"-2.503944, -54.952306","Tv. Antônio Agostinho Lobato, 554 - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99105-6758 / 99182-1794 / 99116-8962,reservas@pousadadomingote.com.br,,,,,,,,,,"Pousada do Mingote Coordenadas Geográficas: -2°30’14.2” / -54°57’08.3” Endereço: Tv. Antônio Agostinho Lobato, 554 - Alter do Chão - CEP: 68109-000 Telefone: (93) 99105-6758 / 99182-1794 / 99116-8962 E-mail: reservas@pousadadomingote.com.br",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,66,-2.503944,-54.952306,ok,hospedagem,hospedagem,380.8,33.27,656,"[-54.950456, -2.506827]"
65,hospedagem,Pousada Serra da Lua,"-2.507583, -54.955167","Tv. Antonio Alves, Alter do Chão 550",Vila de Alter do Chão — Santarém/PA,(93) 99174-6202,pousadaserradalua2011@hotmail.com,,www.pousadaserradalua.blogspot.com/ Serviço e instalações: Possui piscina UH: 8 - Leitos: 23,,,,,,,,"Pousada Serra da Lua Coordenadas Geográficas: -2°30’27.3” / -54°57’18.6” Endereço: Tv. Antonio Alves, Alter do Chão 550 Telefone: (93) 99174-6202 E-mail: pousadaserradalua2011@hotmail.com Site: www.pousadaserradalua.blogspot.com/ Serviço e instalações: Possui piscina UH: 8 - Leitos: 23",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,67,-2.507583,-54.955167,ok,hospedagem,hospedagem,242.8,34.143,668,"[-54.955232, -2.509766]"
66,hospedagem,Pousada Sombra do Cajueiro,"-2.504917, -54.956111","Rua Pedro Teixeira, 200 - Centro, Alter do chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99165-0345 / 99179-0556,pousadasombradocajueiro@hotmail.com,,www.pousadasombradocajueiro.com.br UH: 7 - Leitos: 18,,,,,,,,"Pousada Sombra do Cajueiro Coordenadas Geográficas: -2°30’17.7” / -54°57’22.0” Endereço: Rua Pedro Teixeira, 200 - Centro, Alter do chão - CEP: 68109-000 Telefone: (93) 99165-0345 / 99179-0556 E-mail: pousadasombradocajueiro@hotmail.com Site: www.pousadasombradocajueiro.com.br UH: 7 - Leitos: 18",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,68,-2.504917,-54.956111,ok,hospedagem,hospedagem,548.0,34.143,668,"[-54.955232, -2.509766]"
